,Начальные запасы воды в ОТЧ.РЕГ.                                                       тыс.ст.м3,Ср. насыщенность нефти,Ср. давление в резервуаре [wpv]                                                         бар абс.,Ошибка материального баланса для компонента WATER                                             кг,Ср. давление в резервуаре [whc]                                                         бар абс.,Текущие запасы воды в ОТЧ.РЕГ.                                                         тыс.ст.м3,Текущая масса компонента WATER                                                            млн.кг,MBERRCTRL,Текущие подвижные запасы воды в ОТЧ.РЕГ.                                               тыс.ст.м3,Закачка компонента WATER                                                                      кг,Начальные запасы летучей нефти в ОТЧ.РЕГ.                                                  ст.м3,Объём воды (пл.усл.)                                                                тыс.пласт.м3,Поровый объём при P(ref)                                                            тыс.пласт.м3,TOLVARNEWT,Характеристики,Ср. насыщенность воды,Поровый объём (пл.усл.)                                                             тыс.пласт.м3,MBERRLIM,Закачка компонента OIL                                                                        кг,MINNEWTIT,Начальные подвижные запасы воды в ОТЧ.РЕГ.                                             тыс.ст.м3,Текущие запасы летучей нефти в ОТЧ.РЕГ.                                                    ст.м3,Поток компонента через границу региона OIL                                                    кг,Начальная масса компонента WATER                                                          млн.кг,Добыча компонента OIL                                                                         кг,TOLLIN,Коэффициент извлечения нефти (КИН)                                                             %,CHECKP,Ошибка материального баланса для компонента OIL                                               кг,no.,Поток компонента через границу региона WATER                                                  кг,Добыча компонента WATER                                                                       кг
792,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,792,0.00,0.00
793,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,793,0.00,0.00
794,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,794,0.00,0.00
795,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,795,0.00,0.00
796,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,796,0.00,0.00
797,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,797,0.00,0.00
798,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,798,0.00,0.00
799,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,799,0.00,0.00
800,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.001,0.00,2.0,0.00,800,0.00,0.00
801,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,801,0.00,0.00
802,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,802,0.00,0.00
803,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,803,0.00,0.00
804,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,804,0.00,0.00
805,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,805,0.00,0.00
806,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,806,0.00,0.00
807,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,807,0.00,0.00
808,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,808,0.00,0.00
809,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,809,0.00,0.00
810,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,810,0.00,0.00
811,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,811,0.00,0.00
812,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,812,0.00,0.00
813,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,813,0.00,0.00
814,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,814,0.00,0.00
815,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,815,0.00,0.00
816,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,816,0.00,0.00
817,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,817,0.00,0.00
818,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,818,0.00,0.00
819,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,819,0.00,0.00
820,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,1e-05,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,820,0.00,0.00
821,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,821,0.00,0.00
822,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,822,0.00,0.00
823,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,823,0.00,0.00
824,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,824,0.00,0.00
825,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,825,0.00,0.00
826,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,826,0.00,0.00
827,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,827,0.00,0.00
828,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,828,0.00,0.00
829,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,829,0.00,0.00
830,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,830,0.00,0.00
831,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,831,0.00,0.00
832,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,832,0.00,0.00
833,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,833,0.00,0.00
834,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,834,0.00,0.00
835,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,835,0.00,0.00
836,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,836,0.00,0.00
837,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,837,0.00,0.00
838,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,838,0.00,0.00
839,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,839,0.00,0.00
840,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.0001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,840,0.00,0.00
841,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,841,0.00,0.00
842,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,842,0.00,0.00
843,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,843,0.00,0.00
844,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,844,0.00,0.00
845,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,845,0.00,0.00
846,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,846,0.00,0.00
847,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,847,0.00,0.00
848,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,848,0.00,0.00
849,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,849,0.00,0.00
850,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,850,0.00,0.00
851,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,851,0.00,0.00
852,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,852,0.00,0.00
853,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,853,0.00,0.00
854,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,854,0.00,0.00
855,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,855,0.00,0.00
856,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,856,0.00,0.00
857,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,857,0.00,0.00
858,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,858,0.00,0.00
859,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,859,0.00,0.00
860,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.001,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,860,0.00,0.00
861,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,861,0.00,0.00
862,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,862,0.00,0.00
863,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,863,0.00,0.00
864,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,864,0.00,0.00
865,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,865,0.00,0.00
866,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,866,0.00,0.00
867,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,867,0.00,0.00
868,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,868,0.00,0.00
869,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,869,0.00,0.00
870,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,870,0.00,0.00
871,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,871,0.00,0.00
872,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,872,0.00,0.00
873,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,873,0.00,0.00
874,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,874,0.00,0.00
875,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,875,0.00,0.00
876,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,876,0.00,0.00
877,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,877,0.00,0.00
878,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.0001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,878,0.00,0.00
879,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,879,0.00,0.00
880,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,0.001,3709.57,0.00,0.00,4330.65,5042.06,0.01,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,2.0,0.00,880,0.00,0.00
881,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,881,0.00,0.00
882,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-07,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,882,0.00,0.00
883,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,883,0.00,0.00
884,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-06,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,0.0,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,884,0.00,0.00
885,4292.61,0.141096,349.04,0.00,348.42,4292.61,4953.67,1e-05,3709.57,0.00,0.00,4330.65,5042.06,0.1,Месторождение,0.858904,5042.06,2.0,0.00,,3709.57,0.00,0.00,4953.67,0.00,0.003,0.00,1.0,0.00,885,0.00,0.00
